is_canceled,lead_time,country,market_segment,assigned_room_type,deposit_type,total_of_special_requests,reservation_status_date
0,44,PRT,Direct,D,No Deposit,2,2016-04-10
0,80,PRT,Offline TA/TO,D,No Deposit,0,2015-10-11
1,285,PRT,Offline TA/TO,A,Non Refund,0,2016-01-16
0,2,ESP,Online TA,A,No Deposit,2,2017-02-12
0,40,PRT,Groups,A,No Deposit,0,2017-01-19
1,18,PRT,Direct,G,No Deposit,0,2016-12-14
0,5,GBR,Offline TA/TO,C,No Deposit,0,2016-03-24
0,100,ESP,Online TA,A,No Deposit,0,2016-08-08
1,37,PRT,Groups,A,Non Refund,0,2017-02-06
1,20,PRT,Corporate,A,No Deposit,0,2016-03-23
1,262,CHE,Online TA,D,No Deposit,2,2016-09-22
1,78,HUN,Online TA,D,No Deposit,0,2016-03-18
0,342,IRL,Groups,A,No Deposit,0,2016-10-05
0,32,CHE,Online TA,A,No Deposit,2,2015-08-27
0,53,IRL,Online TA,E,No Deposit,2,2016-09-26
0,55,ESP,Groups,A,No Deposit,0,2015-09-08
0,5,PRT,Complementary,B,No Deposit,0,2015-12-27
1,342,PRT,Groups,A,Non Refund,0,2015-01-01
1,77,FRA,Online TA,D,No Deposit,0,2016-01-09
1,41,GBR,Online TA,D,No Deposit,1,2016-08-15
0,68,GBR,Online TA,D,No Deposit,1,2017-07-11
0,50,FRA,Online TA,A,No Deposit,0,2017-03-25
1,22,PRT,Direct,A,No Deposit,0,2017-06-28
0,91,OTHER,Online TA,A,No Deposit,2,2015-07-20
1,42,GBR,Online TA,D,No Deposit,0,2017-03-05
0,5,GBR,Online TA,A,No Deposit,2,2017-01-22
0,6,NLD,Online TA,D,No Deposit,1,2016-05-11
1,50,TUR,Online TA,A,No Deposit,0,2015-12-23
0,177,FRA,Online TA,D,No Deposit,0,2017-08-20
1,24,PRT,Offline TA/TO,A,No Deposit,0,2016-02-01
0,31,GBR,Offline TA/TO,A,No Deposit,0,2016-04-23
0,30,GBR,Online TA,A,No Deposit,1,2017-06-07
0,3,ESP,Online TA,D,No Deposit,1,2016-03-09
1,150,BRA,Online TA,A,No Deposit,0,2016-05-24
0,159,PRT,Online TA,D,No Deposit,1,2016-05-29
0,287,GBR,Groups,A,No Deposit,0,2015-10-19
0,0,PRT,Groups,A,No Deposit,0,2017-01-27
0,73,PRT,Online TA,D,No Deposit,1,2016-11-13
1,39,ITA,Online TA,A,No Deposit,1,2016-01-29
0,32,PRT,Offline TA/TO,A,No Deposit,0,2015-11-22
1,121,PRT,Online TA,E,No Deposit,2,2015-08-17
0,147,GBR,Offline TA/TO,D,No Deposit,1,2016-07-25
0,152,DEU,Offline TA/TO,A,No Deposit,0,2015-11-02
0,111,ITA,Online TA,E,No Deposit,2,2017-08-17
0,152,PRT,Online TA,A,No Deposit,0,2017-07-03
0,13,PRT,Direct,A,No Deposit,0,2015-08-19
0,42,SWE,Direct,E,No Deposit,0,2017-07-04
0,94,PRT,Online TA,A,No Deposit,0,2016-06-12
0,9,BRA,Online TA,K,No Deposit,0,2017-02-15
0,237,ITA,Online TA,D,No Deposit,2,2017-01-06
1,165,PRT,Groups,A,Non Refund,0,2017-01-12
1,31,PRT,Online TA,A,No Deposit,0,2016-03-06
0,287,GBR,Groups,A,Refundable,0,2016-09-12
0,2,PRT,Direct,F,No Deposit,0,2016-02-07
1,54,POL,Online TA,A,No Deposit,0,2016-02-13
0,0,PRT,Direct,A,No Deposit,1,2016-10-20
0,14,FRA,Offline TA/TO,A,No Deposit,0,2016-12-01
1,320,PRT,Groups,A,Non Refund,0,2017-01-12
0,0,PRT,Direct,D,No Deposit,0,2016-03-15
0,34,ESP,Offline TA/TO,A,No Deposit,0,2015-09-26
0,135,PRT,Online TA,A,No Deposit,0,2016-08-04
1,327,PRT,Groups,A,Non Refund,0,2015-07-02
0,184,BEL,Direct,A,No Deposit,1,2017-07-16
1,374,PRT,Groups,A,Non Refund,0,2016-03-14
1,56,PRT,Offline TA/TO,A,Non Refund,0,2017-01-24
0,14,ESP,Offline TA/TO,A,No Deposit,0,2016-03-24
0,0,AUT,Direct,C,No Deposit,0,2015-10-04
0,6,SWE,Online TA,A,No Deposit,1,2017-07-01
0,2,PRT,Aviation,D,No Deposit,2,2017-03-17
0,159,FRA,Online TA,D,No Deposit,1,2017-07-12
0,20,PRT,Corporate,A,No Deposit,0,2017-01-31
0,83,GBR,Groups,I,No Deposit,0,2016-08-02
0,92,GBR,Offline TA/TO,A,No Deposit,1,2015-11-29
0,0,ESP,Direct,E,No Deposit,0,2017-01-28
0,195,NOR,Online TA,A,No Deposit,1,2016-07-28
1,279,PRT,Groups,A,No Deposit,0,2014-10-17
0,21,ESP,Offline TA/TO,A,No Deposit,2,2015-11-25
1,253,ESP,Online TA,A,No Deposit,1,2017-01-07
0,152,GBR,Groups,D,No Deposit,0,2017-04-10
0,59,NLD,Offline TA/TO,A,No Deposit,1,2015-10-20
1,41,AUT,Direct,A,No Deposit,0,2017-07-28
1,104,FRA,Online TA,A,No Deposit,1,2016-10-08
0,102,PRT,Online TA,A,No Deposit,1,2015-08-23
1,65,FRA,Online TA,D,No Deposit,1,2016-09-05
0,98,ITA,Online TA,A,No Deposit,0,2016-03-22
1,103,PRT,Groups,E,Non Refund,0,2016-12-23
0,159,FRA,Online TA,D,No Deposit,0,2017-08-09
0,13,FRA,Online TA,E,No Deposit,1,2015-12-27
0,117,CHE,Online TA,A,No Deposit,0,2016-11-15
0,155,ESP,Online TA,A,No Deposit,1,2017-06-04
0,134,PRT,Online TA,E,No Deposit,2,2015-09-03
1,52,PRT,Online TA,D,No Deposit,0,2015-07-13
1,28,AUS,Online TA,G,No Deposit,1,2017-04-16
0,68,DEU,Offline TA/TO,A,No Deposit,0,2016-02-27
1,208,GBR,Online TA,E,No Deposit,0,2016-10-06
1,18,GBR,Online TA,D,No Deposit,0,2017-01-26
0,4,PRT,Corporate,A,No Deposit,1,2016-02-19
0,50,PRT,Groups,A,No Deposit,0,2016-04-03
0,56,ITA,Online TA,D,No Deposit,2,2016-11-26
0,70,ESP,Groups,A,No Deposit,0,2017-02-19
1,102,FRA,Online TA,A,No Deposit,1,2016-10-08
0,5,DEU,Online TA,A,No Deposit,2,2015-09-11
0,91,CN,Offline TA/TO,C,No Deposit,0,2017-05-19
0,0,IRL,Direct,D,No Deposit,1,2016-10-29
0,39,DNK,Direct,G,No Deposit,2,2016-09-19
0,6,GBR,Online TA,A,No Deposit,2,2015-10-14
0,19,PRT,Offline TA/TO,A,No Deposit,0,2015-10-09
0,5,USA,Online TA,D,No Deposit,1,2015-11-24
1,187,FRA,Online TA,A,No Deposit,0,2017-05-12
0,191,FRA,Offline TA/TO,D,No Deposit,0,2017-04-06
0,157,IRL,Online TA,D,No Deposit,1,2017-06-28
0,172,ITA,Online TA,D,No Deposit,2,2017-07-16
0,12,PRT,Groups,A,No Deposit,0,2016-04-30
1,0,PRT,Direct,A,No Deposit,0,2015-09-26
0,9,GBR,Online TA,G,No Deposit,1,2016-01-18
1,288,PRT,Groups,A,Non Refund,0,2015-10-21
0,8,PRT,Corporate,A,No Deposit,0,2015-10-02
0,63,PRT,Offline TA/TO,D,No Deposit,0,2015-09-06
1,54,PRT,Online TA,A,No Deposit,1,2017-01-09
0,198,PRT,Groups,D,No Deposit,0,2016-05-21
1,27,BEL,Online TA,D,No Deposit,2,2017-05-17
0,25,BEL,Offline TA/TO,D,No Deposit,0,2015-11-07
0,46,CHE,Direct,A,No Deposit,1,2017-03-10
1,188,ISR,Online TA,A,No Deposit,0,2016-03-01
0,3,ESP,Offline TA/TO,C,No Deposit,0,2016-03-15
0,169,HUN,Online TA,A,No Deposit,0,2017-07-03
0,1,ESP,Groups,D,No Deposit,0,2015-09-04
1,70,OTHER,Online TA,E,No Deposit,1,2017-05-23
0,144,AUT,Online TA,A,No Deposit,1,2016-07-31
0,21,DEU,Offline TA/TO,E,No Deposit,0,2016-01-16
0,374,AUS,Offline TA/TO,A,No Deposit,1,2017-05-20
1,59,PRT,Groups,A,Non Refund,0,2017-05-11
0,176,BEL,Direct,A,No Deposit,0,2017-05-18
0,99,PRT,Corporate,A,No Deposit,0,2016-02-21
1,96,GBR,Online TA,F,No Deposit,1,2016-10-23
0,16,PRT,Groups,A,No Deposit,0,2015-09-30
1,93,PRT,Offline TA/TO,A,No Deposit,0,2017-06-05
0,207,ESP,Online TA,D,No Deposit,2,2015-08-26
1,56,PRT,Offline TA/TO,A,Non Refund,0,2017-01-24
0,244,GBR,Offline TA/TO,D,No Deposit,1,2017-07-04
0,50,BRA,Online TA,A,No Deposit,1,2016-11-18
0,251,CN,Groups,F,No Deposit,1,2017-06-30
0,10,GBR,Online TA,A,No Deposit,0,2017-02-10
1,125,IRL,Online TA,A,No Deposit,0,2017-02-15
1,374,PRT,Groups,A,No Deposit,0,2016-03-04
0,14,PRT,Online TA,D,No Deposit,2,2015-09-02
0,112,BRA,Corporate,A,No Deposit,0,2017-03-18
1,245,PRT,Offline TA/TO,A,Non Refund,0,2016-02-09
1,82,USA,Online TA,A,No Deposit,0,2017-04-19
0,40,FRA,Online TA,A,No Deposit,0,2015-12-31
0,40,CHE,Online TA,A,No Deposit,1,2017-08-01
0,374,GBR,Groups,A,No Deposit,0,2016-10-03
0,15,ITA,Online TA,D,No Deposit,1,2017-03-11
0,21,CN,Online TA,D,No Deposit,1,2017-08-05
1,374,PRT,Groups,A,Non Refund,0,2015-10-14
1,146,PRT,Offline TA/TO,A,Non Refund,0,2016-01-19
0,2,GBR,Online TA,A,No Deposit,1,2017-01-24
0,19,ESP,Online TA,A,No Deposit,1,2016-07-24
0,4,GBR,Direct,A,No Deposit,0,2017-03-23
1,4,PRT,Corporate,A,No Deposit,0,2017-02-20
1,59,ITA,Online TA,A,No Deposit,1,2017-06-26
0,2,PRT,Direct,G,No Deposit,1,2016-05-16
0,140,IRL,Online TA,C,No Deposit,0,2017-06-20
0,37,PRT,Offline TA/TO,A,No Deposit,1,2016-05-10
1,37,PRT,Offline TA/TO,A,No Deposit,0,2016-09-06
0,12,CHE,Offline TA/TO,A,No Deposit,0,2016-05-15
0,7,ESP,Offline TA/TO,A,No Deposit,0,2015-09-18
0,104,GBR,Online TA,D,No Deposit,0,2015-09-07
1,196,PRT,Offline TA/TO,E,No Deposit,1,2016-08-17
0,0,PRT,Direct,D,No Deposit,1,2016-01-25
1,10,ESP,Online TA,B,No Deposit,0,2015-12-31
1,98,FRA,Online TA,A,No Deposit,0,2017-01-19
0,16,DEU,Direct,A,No Deposit,1,2016-12-12
0,4,PRT,Online TA,A,No Deposit,1,2016-08-08
0,22,FRA,Online TA,D,No Deposit,2,2016-04-19
0,85,SWE,Online TA,A,No Deposit,0,2016-04-03
0,301,DEU,Offline TA/TO,D,No Deposit,0,2016-08-01
1,95,PRT,Groups,A,No Deposit,0,2016-10-21
0,364,GBR,Groups,A,No Deposit,0,2016-10-17
0,164,PRT,Offline TA/TO,D,No Deposit,0,2015-10-04
0,42,CN,Online TA,A,No Deposit,1,2017-06-12
0,203,GBR,Groups,A,No Deposit,0,2017-05-29
0,56,FRA,Offline TA/TO,D,No Deposit,0,2015-09-19
0,0,PRT,Online TA,G,No Deposit,0,2016-02-28
1,18,USA,Online TA,G,No Deposit,1,2016-05-14
1,129,PRT,Groups,A,Non Refund,0,2017-01-24
0,9,FRA,Online TA,A,No Deposit,1,2015-08-22
1,304,PRT,Groups,A,Non Refund,0,2015-01-01
0,0,PRT,Direct,A,No Deposit,0,2015-11-04
1,260,PRT,Offline TA/TO,A,Non Refund,0,2015-06-17
0,96,GBR,Groups,A,No Deposit,0,2017-03-23
1,172,PRT,Direct,A,No Deposit,0,2017-03-08
0,39,DEU,Offline TA/TO,A,No Deposit,0,2015-08-16
0,65,PRT,Online TA,D,No Deposit,2,2016-03-31
0,0,PRT,Complementary,B,No Deposit,0,2016-05-15
0,126,DEU,Offline TA/TO,E,No Deposit,0,2017-05-04
1,68,PRT,Groups,A,Non Refund,0,2016-01-06
0,27,BRA,Online TA,F,No Deposit,0,2017-07-04
0,44,ESP,Online TA,A,No Deposit,1,2016-05-20
1,157,GBR,Direct,F,No Deposit,0,2017-07-05
1,19,PRT,Offline TA/TO,A,No Deposit,0,2015-09-11
0,0,PRT,Groups,B,No Deposit,0,2016-05-01
0,61,IRL,Online TA,B,No Deposit,1,2017-05-29
0,172,DEU,Offline TA/TO,A,No Deposit,0,2016-08-01
1,199,PRT,Groups,A,No Deposit,0,2016-10-21
1,267,PRT,Groups,A,Non Refund,0,2015-10-21
0,39,ESP,Online TA,E,No Deposit,1,2017-06-11
0,26,PRT,Corporate,A,No Deposit,0,2017-04-18
1,82,PRT,Groups,A,No Deposit,0,2016-01-26
1,350,PRT,Offline TA/TO,A,Non Refund,0,2015-11-02
1,82,DEU,Online TA,D,No Deposit,0,2017-02-15
0,84,FRA,Online TA,D,No Deposit,1,2017-03-29
0,0,ITA,Direct,D,No Deposit,0,2016-06-22
0,191,PRT,Offline TA/TO,A,No Deposit,0,2016-04-25
0,272,FRA,Offline TA/TO,A,No Deposit,0,2015-10-03
0,49,FRA,Online TA,A,No Deposit,1,2016-01-17
1,364,PRT,Offline TA/TO,A,Non Refund,0,2015-07-06
1,300,PRT,Groups,A,Non Refund,0,2016-03-14
0,78,AUS,Direct,A,No Deposit,2,2016-12-26
1,50,GBR,Online TA,A,No Deposit,0,2016-05-24
0,67,NOR,Groups,A,No Deposit,0,2017-05-05
0,39,NLD,Offline TA/TO,A,No Deposit,0,2017-06-11
0,8,PRT,Direct,A,No Deposit,0,2016-09-16
1,32,IRL,Online TA,D,No Deposit,0,2017-05-27
0,7,GBR,Groups,D,No Deposit,0,2017-03-06
0,96,DEU,Groups,A,No Deposit,0,2017-03-26
0,1,USA,Online TA,A,No Deposit,2,2015-10-13
1,42,BRA,Online TA,A,No Deposit,2,2016-11-02
0,36,PRT,Offline TA/TO,D,No Deposit,0,2015-10-16
0,0,DEU,Online TA,A,No Deposit,2,2015-11-15
0,317,GBR,Groups,D,No Deposit,0,2017-04-30
0,12,PRT,Corporate,D,No Deposit,0,2016-10-13
0,87,DEU,Online TA,A,No Deposit,2,2016-09-02
1,67,GBR,Online TA,G,No Deposit,0,2016-08-03
0,34,FRA,Online TA,A,No Deposit,0,2016-02-13
0,176,FRA,Offline TA/TO,D,No Deposit,0,2017-03-12
0,6,LUX,Online TA,A,No Deposit,0,2017-06-15
0,6,DEU,Offline TA/TO,A,No Deposit,1,2015-12-12
0,221,PRT,Offline TA/TO,A,No Deposit,2,2017-06-25
0,104,PRT,Offline TA/TO,A,No Deposit,1,2017-03-26
1,56,PRT,Groups,A,Non Refund,0,2016-12-07
0,0,ESP,Corporate,A,No Deposit,0,2016-03-08
0,243,IRL,Groups,D,No Deposit,0,2016-10-11
1,35,PRT,Online TA,E,No Deposit,0,2016-11-24
0,4,PRT,Online TA,E,No Deposit,2,2015-07-21
0,1,PRT,Online TA,A,No Deposit,0,2016-01-05
0,65,NOR,Online TA,A,No Deposit,0,2016-11-21
0,9,NLD,Online TA,D,No Deposit,1,2017-07-16
0,153,PRT,Online TA,H,No Deposit,2,2016-04-17
1,132,CHE,Online TA,A,No Deposit,0,2016-03-05
1,104,BRA,Online TA,A,No Deposit,0,2016-03-01
1,41,PRT,Corporate,A,No Deposit,0,2015-11-09
0,14,KOR,Direct,D,No Deposit,1,2017-02-14
1,178,PRT,Groups,A,Non Refund,0,2016-03-23
0,77,PRT,Direct,A,No Deposit,1,2015-10-11
0,0,PRT,Offline TA/TO,F,No Deposit,0,2017-03-15
0,36,DEU,Corporate,A,No Deposit,0,2016-03-02
0,83,DEU,Online TA,E,No Deposit,0,2016-11-19
1,3,PRT,Corporate,A,No Deposit,1,2016-02-25
1,96,PRT,Groups,A,No Deposit,0,2016-09-07
0,22,PRT,Online TA,D,No Deposit,2,2015-10-13
0,40,NLD,Offline TA/TO,A,No Deposit,0,2016-10-13
1,374,PRT,Groups,A,Non Refund,0,2016-03-14
0,66,IND,Online TA,D,No Deposit,2,2015-11-20
1,323,PRT,Groups,A,Non Refund,0,2015-07-02
1,31,OTHER,Online TA,E,No Deposit,2,2017-08-13
1,89,PRT,Groups,A,Non Refund,0,2015-09-09
0,17,PRT,Online TA,D,No Deposit,1,2015-08-30
0,89,PRT,Online TA,E,No Deposit,2,2017-04-16
0,41,FRA,Online TA,A,No Deposit,0,2016-04-15
1,88,ITA,Online TA,A,No Deposit,0,2017-02-18
0,56,ESP,Online TA,A,No Deposit,2,2016-11-15
0,225,GBR,Online TA,A,No Deposit,2,2017-07-02
1,1,AGO,Online TA,A,No Deposit,0,2016-01-23
0,0,PRT,Direct,D,No Deposit,0,2015-10-28
1,209,PRT,Online TA,G,No Deposit,0,2016-04-01
0,0,PRT,Direct,D,No Deposit,0,2017-03-01
1,96,IRL,Online TA,D,No Deposit,0,2017-02-15
0,113,FRA,Online TA,A,No Deposit,1,2016-04-17
0,32,BEL,Online TA,A,No Deposit,2,2017-03-02
1,326,PRT,Groups,A,Non Refund,0,2015-05-28
1,374,PRT,Groups,A,Non Refund,0,2015-10-21
0,6,FRA,Online TA,D,No Deposit,2,2017-02-09
1,374,PRT,Offline TA/TO,A,Non Refund,0,2016-04-17
0,128,IRL,Direct,F,No Deposit,0,2016-10-07
0,111,ISR,Groups,A,No Deposit,1,2017-04-05
1,233,IRL,Online TA,A,No Deposit,2,2017-01-13
0,0,ESP,Direct,A,No Deposit,0,2016-02-09
0,8,AUS,Online TA,A,No Deposit,0,2017-08-25
0,206,DEU,Online TA,D,No Deposit,0,2017-08-07
0,48,GBR,Online TA,A,No Deposit,0,2015-10-05
0,19,CHE,Online TA,A,No Deposit,0,2016-09-13
1,134,ESP,Online TA,A,No Deposit,0,2016-06-30
0,5,IRL,Direct,F,No Deposit,0,2016-09-07
0,0,PRT,Direct,E,No Deposit,0,2016-11-12
0,12,ESP,Online TA,A,No Deposit,0,2017-02-22
1,283,PRT,Groups,A,Non Refund,0,2016-02-09
1,326,PRT,Groups,A,Non Refund,0,2015-05-28
0,84,ITA,Direct,E,No Deposit,0,2017-04-24
0,86,FRA,Corporate,A,No Deposit,0,2015-09-11
0,204,CHE,Online TA,F,No Deposit,2,2016-08-11
0,1,PRT,Corporate,D,No Deposit,0,2016-05-01
1,100,PRT,Groups,A,No Deposit,0,2015-10-19
0,0,FRA,Online TA,A,No Deposit,1,2016-12-03
0,5,FRA,Offline TA/TO,E,No Deposit,0,2016-02-29
0,104,FRA,Online TA,D,No Deposit,2,2016-05-17
0,19,PRT,Direct,E,No Deposit,0,2015-09-21
0,1,PRT,Direct,D,No Deposit,1,2015-12-13
0,83,GBR,Online TA,D,No Deposit,0,2017-01-24
0,56,ESP,Offline TA/TO,A,No Deposit,1,2015-11-09
1,111,FRA,Online TA,F,No Deposit,0,2017-03-14
1,265,GBR,Online TA,A,No Deposit,2,2016-09-23
0,93,EST,Online TA,A,No Deposit,1,2017-04-29
0,53,BRA,Online TA,A,No Deposit,1,2017-06-26
1,305,PRT,Offline TA/TO,A,Non Refund,0,2016-02-01
0,336,GBR,Groups,A,No Deposit,0,2016-09-19
0,188,ITA,Online TA,A,No Deposit,1,2016-08-10
0,0,PRT,Offline TA/TO,A,No Deposit,1,2015-12-19
0,175,NOR,Online TA,D,No Deposit,1,2016-07-20
0,52,CN,Corporate,A,Refundable,1,2017-04-29
1,11,PRT,Offline TA/TO,A,No Deposit,0,2015-12-02
1,194,NLD,Online TA,B,No Deposit,0,2015-12-30
0,18,PRT,Online TA,A,No Deposit,0,2016-06-14
0,2,PRT,Aviation,A,No Deposit,0,2016-05-05
0,0,PRT,Complementary,D,No Deposit,1,2017-03-23
0,2,PRT,Complementary,A,No Deposit,1,2016-07-14
0,28,IRL,Online TA,A,No Deposit,1,2017-04-30
0,0,PRT,Corporate,E,No Deposit,0,2015-09-03
0,4,PRT,Corporate,A,No Deposit,0,2017-02-10
1,181,PRT,Offline TA/TO,A,No Deposit,0,2016-10-11
0,1,CHN,Online TA,E,No Deposit,1,2016-11-25
0,12,BIH,Online TA,A,No Deposit,2,2016-10-28
1,125,FRA,Online TA,A,No Deposit,0,2016-04-05
0,312,DEU,Groups,A,No Deposit,0,2017-03-12
0,42,BEL,Online TA,A,No Deposit,0,2016-03-13
0,75,ESP,Groups,A,No Deposit,0,2015-09-23
1,334,PRT,Groups,A,Non Refund,0,2015-07-02
1,188,PRT,Offline TA/TO,A,Non Refund,0,2016-01-18
1,108,PRT,Offline TA/TO,A,No Deposit,0,2017-07-11
0,42,CHN,Online TA,D,No Deposit,0,2016-04-03
0,18,DEU,Online TA,A,No Deposit,1,2016-07-04
1,205,PRT,Online TA,A,No Deposit,0,2016-01-14
0,7,ESP,Direct,D,No Deposit,2,2017-02-12
1,274,BEL,Online TA,F,No Deposit,1,2016-11-16
0,67,ESP,Online TA,D,No Deposit,2,2016-05-02
1,138,PRT,Groups,E,Non Refund,0,2016-01-18
0,155,NOR,Offline TA/TO,E,No Deposit,1,2017-03-08
0,4,PRT,Online TA,A,No Deposit,1,2017-01-20
0,58,IRL,Direct,D,No Deposit,2,2016-09-30
1,317,PRT,Offline TA/TO,A,Non Refund,0,2015-12-23
0,94,GBR,Groups,A,No Deposit,0,2017-02-17
1,19,PRT,Online TA,A,No Deposit,0,2016-10-24
1,211,PRT,Offline TA/TO,A,Non Refund,0,2016-03-18
1,215,PRT,Groups,A,Non Refund,0,2016-11-25
1,40,FRA,Online TA,F,No Deposit,0,2016-03-12
0,29,POL,Online TA,D,No Deposit,2,2016-10-10
0,31,DEU,Groups,D,No Deposit,0,2016-04-20
1,115,PRT,Online TA,D,No Deposit,2,2017-08-15
0,22,PRT,Corporate,D,No Deposit,0,2017-03-16
1,82,PRT,Groups,A,No Deposit,0,2015-11-17
1,57,ITA,Online TA,A,No Deposit,0,2017-02-13
0,91,PRT,Online TA,D,No Deposit,2,2016-07-22
1,170,PRT,Online TA,C,No Deposit,0,2017-05-05
0,241,USA,Groups,A,No Deposit,0,2015-10-22
0,307,GBR,Offline TA/TO,D,No Deposit,0,2017-06-22
1,89,PRT,Online TA,A,No Deposit,0,2015-07-06
0,24,GBR,Online TA,A,No Deposit,1,2016-06-28
1,177,PRT,Offline TA/TO,D,No Deposit,1,2017-07-26
0,11,ITA,Offline TA/TO,A,No Deposit,0,2015-08-18
0,81,GBR,Online TA,E,No Deposit,2,2016-07-22
0,46,PRT,Offline TA/TO,D,No Deposit,0,2017-01-01
0,1,PRT,Offline TA/TO,A,No Deposit,0,2017-05-10
1,181,PRT,Groups,A,Non Refund,0,2016-11-25
0,7,ESP,Online TA,H,No Deposit,1,2017-05-07
0,43,BEL,Online TA,D,No Deposit,2,2016-08-09
0,229,GBR,Online TA,A,No Deposit,2,2016-10-30
0,7,PRT,Online TA,E,No Deposit,1,2017-04-12
1,199,PRT,Groups,A,No Deposit,0,2016-10-21
0,188,PRT,Online TA,D,No Deposit,1,2015-08-28
0,26,ESP,Online TA,D,No Deposit,1,2017-04-30
0,90,FRA,Direct,A,No Deposit,1,2017-05-24
1,186,PRT,Groups,A,Non Refund,0,2016-11-25
0,56,DEU,Offline TA/TO,D,No Deposit,0,2017-05-25
0,20,BRA,Online TA,C,No Deposit,1,2015-08-03
1,262,PRT,Groups,A,No Deposit,0,2015-01-01
1,14,FIN,Complementary,E,No Deposit,2,2016-10-18
1,374,PRT,Groups,A,Non Refund,0,2016-09-20
0,97,PRT,Groups,A,No Deposit,0,2015-10-09
1,250,PRT,Offline TA/TO,A,Non Refund,0,2016-06-28
1,72,FRA,Direct,B,No Deposit,2,2017-06-06
1,112,PRT,Groups,A,No Deposit,0,2016-02-10
1,312,PRT,Groups,A,No Deposit,0,2015-07-06
0,39,DEU,Offline TA/TO,D,No Deposit,0,2015-08-16
1,302,PRT,Offline TA/TO,A,Non Refund,0,2016-01-28
1,346,PRT,Groups,A,Non Refund,0,2015-01-01
0,9,JPN,Online TA,D,No Deposit,2,2016-06-19
0,124,FIN,Online TA,B,No Deposit,0,2016-07-02
1,54,ESP,Online TA,A,No Deposit,0,2016-06-13
1,161,PRT,Groups,A,Non Refund,0,2016-11-25
0,3,PRT,Corporate,A,No Deposit,0,2016-10-06
0,69,PRT,Groups,A,No Deposit,0,2015-10-28
1,374,PRT,Groups,A,Non Refund,0,2015-10-12
1,327,PRT,Groups,A,Non Refund,0,2015-07-02
0,7,ISR,Online TA,D,No Deposit,2,2015-09-24
0,122,PRT,Offline TA/TO,A,No Deposit,1,2016-03-30
0,3,PRT,Corporate,A,No Deposit,0,2016-04-26
0,178,ITA,Online TA,D,No Deposit,1,2016-08-26
0,83,PRT,Offline TA/TO,A,No Deposit,0,2016-04-02
1,279,PRT,Groups,A,No Deposit,0,2014-10-17
1,162,GBR,Online TA,A,No Deposit,0,2016-07-21
0,16,GBR,Direct,E,No Deposit,0,2016-12-27
1,108,PRT,Online TA,A,No Deposit,1,2016-01-04
0,13,USA,Corporate,A,No Deposit,0,2016-10-13
0,130,IRL,Direct,D,No Deposit,0,2016-09-03
1,178,ITA,Online TA,A,No Deposit,0,2016-03-04
0,217,CN,Offline TA/TO,A,No Deposit,1,2017-09-02
0,73,GBR,Corporate,A,No Deposit,0,2017-02-20
0,4,FRA,Online TA,D,No Deposit,1,2016-11-29
1,126,PRT,Offline TA/TO,A,No Deposit,0,2017-02-14
0,7,NLD,Online TA,A,No Deposit,1,2016-08-30
1,230,BEL,Online TA,B,No Deposit,1,2016-01-25
1,72,PRT,Groups,D,No Deposit,0,2016-01-19
1,226,PRT,Offline TA/TO,A,Non Refund,0,2017-04-21
0,63,GBR,Offline TA/TO,A,No Deposit,0,2017-04-13
0,127,USA,Offline TA/TO,A,No Deposit,0,2016-05-02
1,87,PRT,Groups,A,Non Refund,0,2017-01-18
1,19,DEU,Online TA,A,No Deposit,1,2016-09-20
0,21,FRA,Online TA,A,No Deposit,0,2017-02-22
0,39,DEU,Online TA,D,No Deposit,0,2015-11-16
1,3,PRT,Groups,A,No Deposit,0,2015-09-03
0,6,ITA,Online TA,A,No Deposit,2,2016-09-23
1,169,FRA,Online TA,A,No Deposit,1,2016-11-08
1,95,PRT,Online TA,H,No Deposit,0,2017-01-19
0,27,JPN,Online TA,A,No Deposit,1,2017-02-09
1,155,PRT,Groups,A,Non Refund,0,2015-10-26
0,14,ITA,Online TA,A,No Deposit,1,2017-05-06
0,0,PRT,Online TA,A,No Deposit,0,2017-07-13
0,277,GBR,Groups,E,No Deposit,0,2015-10-13
1,6,PRT,Online TA,A,No Deposit,0,2015-09-07
1,46,IRL,Online TA,A,No Deposit,0,2017-02-10
1,77,PRT,Offline TA/TO,E,No Deposit,1,2015-07-25
0,315,GBR,Offline TA/TO,D,No Deposit,0,2015-10-08
0,263,PRT,Groups,A,No Deposit,1,2017-06-27
1,112,DEU,Online TA,D,No Deposit,1,2017-01-08
0,3,USA,Online TA,A,No Deposit,1,2017-01-08
0,222,GBR,Online TA,A,No Deposit,1,2017-06-28
1,128,GBR,Online TA,D,No Deposit,0,2017-07-12
1,40,FRA,Online TA,E,No Deposit,0,2017-03-19
0,34,GBR,Offline TA/TO,E,No Deposit,1,2016-03-15
0,8,GBR,Online TA,A,No Deposit,0,2015-11-02
1,196,ESP,Online TA,A,No Deposit,0,2016-01-25
0,3,PRT,Online TA,D,No Deposit,1,2016-12-03
0,274,PRT,Direct,C,No Deposit,2,2017-08-22
0,6,PRT,Corporate,D,No Deposit,0,2016-03-17
0,5,FRA,Offline TA/TO,D,No Deposit,1,2015-12-12
0,0,DEU,Corporate,G,No Deposit,0,2015-10-01
0,219,GBR,Online TA,A,No Deposit,1,2017-06-23
0,115,DEU,Online TA,A,No Deposit,1,2016-05-09
